Date,Day of week,Month,Season,Total Hospital Beds,Beds Occupied,Occupancy Rate (%),Daily Admissions,Daily Discharges,Emergency Admissions,ICU Admissions,Department,Public Holiday Indicator,Special Event Indicator,Staff Availability,Average Length of Stay,Year,net_bed_change
2034-02-26,Sunday,February,Winter,292,204,69.86,37,44,13,6,Emergency,No,No,92,2.1,2034,-7
2034-02-27,Monday,February,Winter,262,246,93.89,89,79,46,13,ICU,No,No,93,10.9,2034,10
2034-02-28,Tuesday,February,Winter,246,233,94.72,73,78,40,13,Pediatrics,No,No,94,7.1,2034,-5
2034-03-01,Wednesday,March,Spring,436,283,64.91,38,38,10,3,General Medicine,No,Yes,79,4.2,2034,0
2034-03-02,Thursday,March,Spring,380,266,70.0,99,105,28,8,Maternity,No,No,88,2.0,2034,-6
2034-03-03,Friday,March,Spring,247,170,68.83,92,94,37,12,Maternity,No,No,98,4.4,2034,-2
2034-03-04,Saturday,March,Spring,306,284,92.81,64,61,32,7,General Medicine,No,No,89,5.8,2034,3
2034-03-05,Sunday,March,Spring,263,181,68.82,94,85,40,6,General Medicine,No,No,87,2.1,2034,9
2034-03-06,Monday,March,Spring,418,342,81.82,35,36,10,6,Surgery,No,No,90,3.8,2034,-1
2034-03-07,Tuesday,March,Spring,261,229,87.74,114,114,43,14,ICU,No,No,86,13.8,2034,0
2034-03-08,Wednesday,March,Spring,318,260,81.76,68,65,26,7,General Medicine,No,No,97,2.7,2034,3
2034-03-09,Thursday,March,Spring,327,284,86.85,56,52,23,7,Surgery,No,No,95,7.1,2034,4
2034-03-10,Friday,March,Spring,239,176,73.64,96,83,48,15,Surgery,No,No,99,5.2,2034,13
2034-03-11,Saturday,March,Spring,202,189,93.56,26,19,10,3,Surgery,No,No,92,7.9,2034,7
2034-03-12,Sunday,March,Spring,216,205,94.91,98,86,45,5,Pediatrics,No,No,94,6.5,2034,12
2034-03-13,Monday,March,Spring,400,288,72.0,84,79,38,9,Maternity,No,No,88,2.1,2034,5
2034-03-14,Tuesday,March,Spring,293,202,68.94,89,81,26,15,Orthopedics,No,No,95,4.1,2034,8
2034-03-15,Wednesday,March,Spring,428,385,89.95,39,41,15,2,Emergency,No,No,94,0.7,2034,-2
2034-03-16,Thursday,March,Spring,267,197,73.78,38,36,16,3,ICU,No,No,89,8.9,2034,2
2034-03-17,Friday,March,Spring,438,398,90.87,74,69,19,4,General Medicine,No,No,100,6.0,2034,5
2034-03-18,Saturday,March,Spring,235,173,73.62,77,79,41,5,Emergency,No,No,88,2.1,2034,-2
2034-03-19,Sunday,March,Spring,426,319,74.88,31,39,15,3,Cardiology,No,No,91,4.1,2034,-8
2034-03-20,Monday,March,Spring,330,214,64.85,113,110,43,14,Cardiology,No,Yes,84,2.6,2034,3
2034-03-21,Tuesday,March,Spring,302,223,73.84,78,75,28,8,Maternity,No,No,96,1.6,2034,3
2034-03-22,Wednesday,March,Spring,311,239,76.85,25,34,7,1,Maternity,No,No,90,2.6,2034,-9
2034-03-23,Thursday,March,Spring,347,315,90.78,45,50,18,3,Maternity,No,No,97,4.2,2034,-5
2034-03-24,Friday,March,Spring,426,298,69.95,65,53,23,4,Emergency,No,No,91,1.7,2034,12
2034-03-25,Saturday,March,Spring,426,306,71.83,46,56,24,3,Maternity,No,No,96,2.3,2034,-10
2034-03-26,Sunday,March,Spring,308,212,68.83,86,71,42,9,Orthopedics,No,No,95,5.2,2034,15
2034-03-27,Monday,March,Spring,278,225,80.94,61,56,29,8,Orthopedics,Yes,Yes,82,5.4,2034,5
2034-03-28,Tuesday,March,Spring,319,287,89.97,65,61,29,6,Maternity,No,No,84,1.7,2034,4
2034-03-29,Wednesday,March,Spring,245,161,65.71,72,60,37,5,Orthopedics,Yes,No,82,2.8,2034,12
2034-03-30,Thursday,March,Spring,229,160,69.87,90,77,25,16,Orthopedics,No,No,98,4.2,2034,13
2034-03-31,Friday,March,Spring,450,292,64.89,38,24,13,6,Maternity,No,No,84,1.9,2034,14
2034-04-01,Saturday,April,Spring,285,267,93.68,111,103,57,14,Maternity,No,No,95,3.3,2034,8
2034-04-02,Sunday,April,Spring,301,264,87.71,31,20,13,4,Emergency,No,No,96,1.2,2034,11
2034-04-03,Monday,April,Spring,296,269,90.88,95,96,48,14,Pediatrics,No,No,87,6.8,2034,-1
2034-04-04,Tuesday,April,Spring,403,274,67.99,66,58,31,10,ICU,No,No,100,13.7,2034,8
2034-04-05,Wednesday,April,Spring,351,329,93.73,91,90,40,8,ICU,No,No,81,13.3,2034,1
2034-04-06,Thursday,April,Spring,234,184,78.63,100,91,52,16,General Medicine,No,No,85,3.8,2034,9
2034-04-07,Friday,April,Spring,375,270,72.0,67,52,29,4,Surgery,No,No,95,7.9,2034,15
2034-04-08,Saturday,April,Spring,370,321,86.76,87,92,27,13,General Medicine,No,No,98,3.9,2034,-5
2034-04-09,Sunday,April,Spring,414,335,80.92,84,78,21,5,Pediatrics,No,No,87,4.6,2034,6
2034-04-10,Monday,April,Spring,330,257,77.88,110,112,53,15,Cardiology,No,No,80,6.3,2034,-2
2034-04-11,Tuesday,April,Spring,374,246,65.78,115,118,49,15,Surgery,No,No,92,8.3,2034,-3
2034-04-12,Wednesday,April,Spring,429,394,91.84,104,92,49,14,Cardiology,No,No,94,4.9,2034,12
2034-04-13,Thursday,April,Spring,323,271,83.9,72,63,28,11,Orthopedics,No,No,98,4.1,2034,9
2034-04-14,Friday,April,Spring,295,253,85.76,60,59,27,3,Orthopedics,No,Yes,72,5.3,2034,1
2034-04-15,Saturday,April,Spring,332,229,68.98,26,25,7,3,Orthopedics,Yes,Yes,74,7.5,2034,1
2034-04-16,Sunday,April,Spring,381,339,88.98,112,109,51,5,Pediatrics,No,No,94,5.2,2034,3
2034-04-17,Monday,April,Spring,229,174,75.98,62,49,26,8,Cardiology,No,No,98,3.2,2034,13
2034-04-18,Tuesday,April,Spring,321,215,66.98,109,95,47,9,Pediatrics,No,No,100,6.7,2034,14
2034-04-19,Wednesday,April,Spring,400,360,90.0,85,79,33,9,General Medicine,No,No,88,3.5,2034,6
2034-04-20,Thursday,April,Spring,285,262,91.93,25,10,8,4,Maternity,No,No,98,3.5,2034,15
2034-04-21,Friday,April,Spring,268,233,86.94,71,64,31,11,Cardiology,No,No,80,6.9,2034,7
2034-04-22,Saturday,April,Spring,258,239,92.64,39,30,16,2,Cardiology,No,No,81,2.6,2034,9
2034-04-23,Sunday,April,Spring,446,370,82.96,28,35,10,5,Maternity,No,No,99,3.8,2034,-7
2034-04-24,Monday,April,Spring,363,239,65.84,109,111,34,16,Pediatrics,No,No,85,3.7,2034,-2
2034-04-25,Tuesday,April,Spring,250,167,66.8,71,59,26,11,Maternity,No,No,92,2.2,2034,12
2034-04-26,Wednesday,April,Spring,221,183,82.81,43,30,16,5,Emergency,No,Yes,85,1.3,2034,13
2034-04-27,Thursday,April,Spring,311,286,91.96,31,22,10,3,Pediatrics,No,No,82,5.8,2034,9
2034-04-28,Friday,April,Spring,439,311,70.84,67,66,27,11,Orthopedics,No,No,84,3.3,2034,1
2034-04-29,Saturday,April,Spring,450,369,82.0,47,57,24,8,ICU,No,No,94,13.8,2034,-10
2034-04-30,Sunday,April,Spring,440,365,82.95,103,109,30,12,Surgery,No,No,92,8.6,2034,-6
2034-05-01,Monday,May,Spring,312,237,75.96,64,53,20,5,Emergency,No,No,89,2.4,2034,11
2034-05-02,Tuesday,May,Spring,277,191,68.95,112,119,53,13,Emergency,No,No,95,1.7,2034,-7
2034-05-03,Wednesday,May,Spring,264,224,84.85,43,49,17,6,ICU,No,No,90,9.4,2034,-6
2034-05-04,Thursday,May,Spring,338,239,70.71,99,89,49,7,ICU,No,No,83,13.7,2034,10
2034-05-05,Friday,May,Spring,334,287,85.93,48,43,24,8,Cardiology,No,No,93,7.0,2034,5
2034-05-06,Saturday,May,Spring,311,220,70.74,88,89,45,15,ICU,No,No,99,6.9,2034,-1
2034-05-07,Sunday,May,Spring,212,180,84.91,66,71,36,7,Orthopedics,No,No,98,7.1,2034,-5
2034-05-08,Monday,May,Spring,437,397,90.85,57,43,28,6,Surgery,No,No,87,7.6,2034,14
2034-05-09,Tuesday,May,Spring,318,209,65.72,84,86,45,15,Emergency,No,No,84,2.1,2034,-2
2034-05-10,Wednesday,May,Spring,345,296,85.8,96,86,24,13,Pediatrics,No,No,88,7.3,2034,10
2034-05-11,Thursday,May,Spring,361,328,90.86,76,85,31,13,Cardiology,No,No,98,2.4,2034,-9
2034-05-12,Friday,May,Spring,266,199,74.81,113,112,46,19,Emergency,No,Yes,72,1.4,2034,1
2034-05-13,Saturday,May,Spring,296,245,82.77,30,26,9,1,Cardiology,No,Yes,87,4.9,2034,4
2034-05-14,Sunday,May,Spring,352,330,93.75,75,63,37,4,Maternity,No,No,88,1.9,2034,12
2034-05-15,Monday,May,Spring,191,126,65.97,69,71,23,10,Emergency,No,No,90,2.2,2034,-2
2034-05-16,Tuesday,May,Spring,258,214,82.95,74,81,37,12,ICU,No,No,82,9.4,2034,-7
2034-05-17,Wednesday,May,Spring,309,250,80.91,52,47,16,3,Emergency,No,No,90,2.2,2034,5
2034-05-18,Thursday,May,Spring,299,254,84.95,33,23,15,1,Cardiology,No,No,96,6.7,2034,10
2034-05-19,Friday,May,Spring,300,279,93.0,63,55,18,4,Pediatrics,No,No,80,5.6,2034,8
2034-05-20,Saturday,May,Spring,403,274,67.99,112,106,59,8,Maternity,No,No,87,3.6,2034,6
2034-05-21,Sunday,May,Spring,411,275,66.91,47,52,13,4,Pediatrics,No,Yes,91,5.3,2034,-5
2034-05-22,Monday,May,Spring,212,188,88.68,112,112,48,20,General Medicine,No,No,81,6.1,2034,0
2034-05-23,Tuesday,May,Spring,348,309,88.79,95,94,35,16,General Medicine,No,No,84,7.4,2034,1
2034-05-24,Wednesday,May,Spring,405,299,73.83,31,40,8,1,Surgery,No,No,96,3.6,2034,-9
2034-05-25,Thursday,May,Spring,180,165,91.67,41,42,12,2,Maternity,No,No,92,3.3,2034,-1
2034-05-26,Friday,May,Spring,301,204,67.77,37,30,13,4,Orthopedics,No,No,82,5.0,2034,7
2034-05-27,Saturday,May,Spring,410,270,65.85,47,44,19,4,Surgery,No,No,98,7.1,2034,3
2034-05-28,Sunday,May,Spring,291,270,92.78,31,19,16,5,Emergency,No,No,98,2.2,2034,12
2034-05-29,Monday,May,Spring,227,213,93.83,81,73,22,5,Maternity,No,Yes,85,4.1,2034,8
2034-05-30,Tuesday,May,Spring,233,184,78.97,80,86,23,4,Cardiology,No,No,85,3.0,2034,-6
2034-05-31,Wednesday,May,Spring,353,335,94.9,52,53,17,6,Emergency,No,No,92,0.5,2034,-1
2034-06-01,Thursday,June,Summer,194,164,84.54,34,31,12,4,Surgery,No,No,91,3.9,2034,3
2034-06-02,Friday,June,Summer,366,270,73.77,90,80,28,11,Cardiology,No,No,90,3.3,2034,10
2034-06-03,Saturday,June,Summer,411,300,72.99,47,33,17,8,ICU,No,No,94,11.3,2034,14
2034-06-04,Sunday,June,Summer,376,266,70.74,91,90,32,5,Surgery,No,No,100,5.8,2034,1
2034-06-05,Monday,June,Summer,387,325,83.98,86,93,33,4,General Medicine,No,No,86,3.8,2034,-7
2034-06-06,Tuesday,June,Summer,246,233,94.72,81,87,38,7,Surgery,No,No,91,3.7,2034,-6
2034-06-07,Wednesday,June,Summer,205,168,81.95,31,41,8,3,Emergency,No,No,81,2.4,2034,-10
2034-06-08,Thursday,June,Summer,432,324,75.0,62,61,18,9,Maternity,No,No,83,4.3,2034,1
2034-06-09,Friday,June,Summer,236,184,77.97,108,98,42,9,Surgery,No,No,90,6.9,2034,10
2034-06-10,Saturday,June,Summer,219,168,76.71,94,89,34,11,ICU,No,No,88,6.2,2034,5
2034-06-11,Sunday,June,Summer,217,173,79.72,85,81,31,4,Pediatrics,No,No,91,6.7,2034,4
2034-06-12,Monday,June,Summer,392,262,66.84,48,40,22,7,Pediatrics,No,No,97,2.6,2034,8
2034-06-13,Tuesday,June,Summer,350,304,86.86,85,78,35,8,General Medicine,No,No,97,3.5,2034,7
2034-06-14,Wednesday,June,Summer,317,288,90.85,46,36,11,3,ICU,No,No,96,13.8,2034,10
2034-06-15,Thursday,June,Summer,396,344,86.87,96,91,38,14,ICU,No,No,89,10.5,2034,5
2034-06-16,Friday,June,Summer,417,396,94.96,33,22,10,5,Cardiology,No,No,84,6.6,2034,11
2034-06-17,Saturday,June,Summer,285,270,94.74,49,37,25,3,Cardiology,No,No,93,4.2,2034,12
2034-06-18,Sunday,June,Summer,338,273,80.77,45,37,11,4,General Medicine,No,No,98,6.2,2034,8
2034-06-19,Monday,June,Summer,278,241,86.69,97,88,43,10,General Medicine,No,No,83,2.4,2034,9
2034-06-20,Tuesday,June,Summer,409,343,83.86,61,49,26,4,General Medicine,No,No,85,2.4,2034,12
2034-06-21,Wednesday,June,Summer,299,233,77.93,105,112,47,8,Pediatrics,No,No,90,5.7,2034,-7
2034-06-22,Thursday,June,Summer,239,212,88.7,68,54,18,9,ICU,No,No,100,13.8,2034,14
2034-06-23,Friday,June,Summer,353,264,74.79,53,44,16,5,Cardiology,No,No,93,5.2,2034,9
2034-06-24,Saturday,June,Summer,355,280,78.87,48,55,19,8,Pediatrics,No,No,98,6.0,2034,-7
2034-06-25,Sunday,June,Summer,230,172,74.78,26,23,7,4,Surgery,No,No,98,7.5,2034,3
2034-06-26,Monday,June,Summer,271,208,76.75,38,40,11,5,Surgery,No,No,95,7.9,2034,-2
2034-06-27,Tuesday,June,Summer,384,311,80.99,104,97,43,8,Pediatrics,No,No,100,5.2,2034,7
2034-06-28,Wednesday,June,Summer,374,325,86.9,114,103,52,9,ICU,No,No,100,13.7,2034,11
2034-06-29,Thursday,June,Summer,387,290,74.94,44,32,14,5,General Medicine,No,No,85,3.0,2034,12
2034-06-30,Friday,June,Summer,195,163,83.59,102,108,30,6,Maternity,No,No,84,3.9,2034,-6
2034-07-01,Saturday,July,Summer,365,277,75.89,86,83,30,8,Pediatrics,No,No,83,2.8,2034,3
2034-07-02,Sunday,July,Summer,207,163,78.74,114,116,49,19,Orthopedics,No,No,82,4.3,2034,-2
2034-07-03,Monday,July,Summer,199,163,81.91,55,42,24,7,ICU,No,No,90,13.8,2034,13
2034-07-04,Tuesday,July,Summer,371,274,73.85,40,36,21,7,Surgery,No,No,89,8.6,2034,4
2034-07-05,Wednesday,July,Summer,254,185,72.83,113,105,48,12,Orthopedics,No,No,93,6.3,2034,8
2034-07-06,Thursday,July,Summer,308,286,92.86,64,59,17,8,ICU,No,No,89,11.1,2034,5
2034-07-07,Friday,July,Summer,373,279,74.8,39,39,15,6,Orthopedics,No,Yes,91,6.7,2034,0
2034-07-08,Saturday,July,Summer,290,226,77.93,81,84,22,10,General Medicine,No,Yes,86,4.0,2034,-3
2034-07-09,Sunday,July,Summer,448,353,78.79,84,72,39,14,Pediatrics,No,No,98,4.0,2034,12
2034-07-10,Monday,July,Summer,376,297,78.99,45,50,14,8,Pediatrics,No,No,85,5.8,2034,-5
2034-07-11,Tuesday,July,Summer,296,204,68.92,107,95,37,13,Emergency,No,No,99,1.5,2034,12
2034-07-12,Wednesday,July,Summer,395,371,93.92,86,87,23,6,Orthopedics,No,No,90,6.1,2034,-1
2034-07-13,Thursday,July,Summer,394,370,93.91,25,17,10,4,Pediatrics,No,No,86,6.9,2034,8
2034-07-14,Friday,July,Summer,285,253,88.77,70,80,25,5,Maternity,No,No,90,1.5,2034,-10
2034-07-15,Saturday,July,Summer,361,306,84.76,50,37,27,7,Cardiology,No,No,80,5.5,2034,13
2034-07-16,Sunday,July,Summer,216,151,69.91,67,56,25,3,ICU,No,No,90,8.8,2034,11
2034-07-17,Monday,July,Summer,250,162,64.8,42,33,13,4,Cardiology,No,No,85,5.6,2034,9
2034-07-18,Tuesday,July,Summer,294,214,72.79,62,71,16,8,Orthopedics,No,No,93,5.2,2034,-9
2034-07-19,Wednesday,July,Summer,358,315,87.99,26,35,12,4,Maternity,No,No,90,4.1,2034,-9
2034-07-20,Thursday,July,Summer,360,266,73.89,53,53,29,3,Cardiology,No,No,81,6.3,2034,0
2034-07-21,Friday,July,Summer,259,181,69.88,66,57,24,7,Surgery,No,No,80,8.8,2034,9
2034-07-22,Saturday,July,Summer,339,261,76.99,54,49,22,2,Maternity,No,No,81,3.5,2034,5
2034-07-23,Sunday,July,Summer,207,142,68.6,93,98,23,15,Cardiology,No,No,84,5.8,2034,-5
2034-07-24,Monday,July,Summer,344,285,82.85,65,61,25,11,Surgery,Yes,No,63,8.7,2034,4
2034-07-25,Tuesday,July,Summer,241,187,77.59,35,23,13,4,Cardiology,No,Yes,92,4.6,2034,12
2034-07-26,Wednesday,July,Summer,400,320,80.0,69,76,29,8,Surgery,No,No,94,5.6,2034,-7
2034-07-27,Thursday,July,Summer,240,172,71.67,112,108,50,15,ICU,No,No,90,6.1,2034,4
2034-07-28,Friday,July,Summer,281,252,89.68,61,55,15,5,Surgery,No,No,100,8.4,2034,6
2034-07-29,Saturday,July,Summer,385,327,84.94,107,95,33,12,General Medicine,No,No,87,5.4,2034,12
2034-07-30,Sunday,July,Summer,382,351,91.88,82,75,41,10,Maternity,No,Yes,70,1.7,2034,7
2034-07-31,Monday,July,Summer,416,303,72.84,72,64,20,6,Maternity,No,No,86,4.3,2034,8
2034-08-01,Tuesday,August,Summer,392,329,83.93,80,69,44,9,Cardiology,No,No,99,6.0,2034,11
2034-08-02,Wednesday,August,Summer,213,142,66.67,63,58,17,4,Maternity,No,No,87,3.9,2034,5
2034-08-03,Thursday,August,Summer,241,212,87.97,59,55,19,5,Pediatrics,No,No,81,5.8,2034,4
2034-08-04,Friday,August,Summer,341,313,91.79,63,54,15,7,Pediatrics,No,No,96,6.5,2034,9
2034-08-05,Saturday,August,Summer,329,220,66.87,34,36,8,4,Pediatrics,No,No,81,3.5,2034,-2
2034-08-06,Sunday,August,Summer,274,254,92.7,101,109,44,6,Maternity,No,No,100,2.5,2034,-8
2034-08-07,Monday,August,Summer,208,191,91.83,83,93,44,9,Pediatrics,No,No,82,6.3,2034,-10
2034-08-08,Tuesday,August,Summer,393,373,94.91,57,65,31,10,ICU,No,No,92,7.6,2034,-8
2034-08-09,Wednesday,August,Summer,270,232,85.93,74,65,29,9,General Medicine,No,No,90,3.3,2034,9
2034-08-10,Thursday,August,Summer,427,392,91.8,50,42,27,5,Maternity,No,No,94,3.3,2034,8
2034-08-11,Friday,August,Summer,204,191,93.63,100,97,32,10,Maternity,No,Yes,78,3.6,2034,3
2034-08-12,Saturday,August,Summer,311,295,94.86,53,55,21,3,Orthopedics,No,No,89,3.4,2034,-2
2034-08-13,Sunday,August,Summer,438,341,77.85,81,78,41,10,Surgery,No,No,80,7.4,2034,3
2034-08-14,Monday,August,Summer,195,130,66.67,41,27,18,6,ICU,No,No,94,7.4,2034,14
2034-08-15,Tuesday,August,Summer,255,168,65.88,93,83,51,4,Surgery,No,No,80,4.7,2034,10
2034-08-16,Wednesday,August,Summer,445,418,93.93,105,114,42,17,Surgery,No,No,99,8.5,2034,-9
2034-08-17,Thursday,August,Summer,238,161,67.65,81,73,32,4,Pediatrics,No,No,81,4.4,2034,8
2034-08-18,Friday,August,Summer,426,310,72.77,93,78,31,14,Emergency,No,Yes,89,2.4,2034,15
2034-08-19,Saturday,August,Summer,379,276,72.82,102,89,30,15,ICU,No,No,100,7.4,2034,13
2034-08-20,Sunday,August,Summer,260,223,85.77,85,74,38,11,Surgery,No,Yes,89,3.9,2034,11
2034-08-21,Monday,August,Summer,288,239,82.99,109,109,31,6,General Medicine,No,No,92,3.1,2034,0
2034-08-22,Tuesday,August,Summer,348,281,80.75,47,33,12,8,Emergency,No,No,98,2.3,2034,14
2034-08-23,Wednesday,August,Summer,255,201,78.82,68,66,20,6,Emergency,No,No,81,2.3,2034,2
2034-08-24,Thursday,August,Summer,379,253,66.75,105,102,49,9,General Medicine,No,No,92,5.9,2034,3
2034-08-25,Friday,August,Summer,300,201,67.0,98,84,40,8,Emergency,No,No,85,1.9,2034,14
2034-08-26,Saturday,August,Summer,430,348,80.93,60,63,29,6,Cardiology,No,No,87,5.0,2034,-3
2034-08-27,Sunday,August,Summer,303,209,68.98,95,87,48,11,ICU,No,No,81,10.0,2034,8
2034-08-28,Monday,August,Summer,373,331,88.74,76,81,40,3,Maternity,No,No,100,2.9,2034,-5
2034-08-29,Tuesday,August,Summer,383,310,80.94,68,70,18,8,ICU,No,No,98,10.6,2034,-2
2034-08-30,Wednesday,August,Summer,327,300,91.74,113,105,56,15,Maternity,No,No,99,2.4,2034,8
2034-08-31,Thursday,August,Summer,197,135,68.53,47,44,16,3,Maternity,No,No,86,4.3,2034,3
2034-09-01,Friday,September,Autumn,310,291,93.87,112,122,47,7,Orthopedics,No,No,88,7.1,2034,-10
2034-09-02,Saturday,September,Autumn,291,244,83.85,35,30,12,6,ICU,No,No,93,10.2,2034,5
2034-09-03,Sunday,September,Autumn,314,292,92.99,81,91,42,11,Orthopedics,No,Yes,89,4.8,2034,-10
2034-09-04,Monday,September,Autumn,186,130,69.89,43,41,14,7,Orthopedics,No,No,90,6.5,2034,2
2034-09-05,Tuesday,September,Autumn,327,268,81.96,74,76,21,5,Pediatrics,No,Yes,76,2.2,2034,-2
2034-09-06,Wednesday,September,Autumn,392,337,85.97,99,85,49,13,Orthopedics,No,No,95,4.9,2034,14
2034-09-07,Thursday,September,Autumn,280,196,70.0,26,27,13,1,Surgery,No,No,87,6.3,2034,-1
2034-09-08,Friday,September,Autumn,246,228,92.68,74,82,24,13,Pediatrics,No,No,96,7.0,2034,-8
2034-09-09,Saturday,September,Autumn,238,176,73.95,89,98,38,10,Cardiology,No,No,98,5.4,2034,-9
2034-09-10,Sunday,September,Autumn,204,189,92.65,90,85,44,11,Cardiology,No,No,85,6.8,2034,5
2034-09-11,Monday,September,Autumn,300,240,80.0,67,76,16,10,Emergency,No,No,95,1.5,2034,-9
2034-09-12,Tuesday,September,Autumn,367,326,88.83,44,42,15,2,Cardiology,No,No,100,5.3,2034,2
2034-09-13,Wednesday,September,Autumn,346,238,68.79,58,59,28,7,Emergency,Yes,No,83,1.9,2034,-1
2034-09-14,Thursday,September,Autumn,394,346,87.82,60,50,28,4,ICU,No,No,97,13.5,2034,10
2034-09-15,Friday,September,Autumn,401,364,90.77,42,31,16,2,Emergency,No,No,84,1.0,2034,11
2034-09-16,Saturday,September,Autumn,256,225,87.89,25,10,13,3,ICU,No,No,86,13.7,2034,15
2034-09-17,Sunday,September,Autumn,439,355,80.87,82,91,28,6,Orthopedics,No,No,98,2.9,2034,-9
2034-09-18,Monday,September,Autumn,312,230,73.72,93,82,24,14,Pediatrics,No,No,87,7.3,2034,11
2034-09-19,Tuesday,September,Autumn,446,414,92.83,101,87,55,6,Maternity,No,Yes,82,4.3,2034,14
2034-09-20,Wednesday,September,Autumn,249,231,92.77,96,85,40,4,Orthopedics,No,Yes,87,5.2,2034,11
2034-09-21,Thursday,September,Autumn,363,326,89.81,33,36,14,2,Orthopedics,No,No,100,6.3,2034,-3
2034-09-22,Friday,September,Autumn,381,251,65.88,92,89,48,5,Emergency,No,No,92,1.6,2034,3
2034-09-23,Saturday,September,Autumn,186,124,66.67,36,22,14,5,Surgery,No,Yes,80,8.5,2034,14
2034-09-24,Sunday,September,Autumn,312,293,93.91,110,116,31,9,Maternity,No,No,92,3.9,2034,-6
2034-09-25,Monday,September,Autumn,316,281,88.92,114,117,47,5,Surgery,No,No,94,3.5,2034,-3
2034-09-26,Tuesday,September,Autumn,373,246,65.95,77,73,19,8,General Medicine,No,No,85,2.5,2034,4
2034-09-27,Wednesday,September,Autumn,364,287,78.85,64,65,25,9,General Medicine,No,No,95,6.0,2034,-1
2034-09-28,Thursday,September,Autumn,352,320,90.91,109,112,59,16,Emergency,No,No,93,1.9,2034,-3
2034-09-29,Friday,September,Autumn,423,368,87.0,85,75,32,11,Maternity,No,No,84,2.2,2034,10
2034-09-30,Saturday,September,Autumn,203,184,90.64,28,18,9,5,ICU,No,No,99,11.7,2034,10
2034-10-01,Sunday,October,Autumn,411,295,71.78,79,71,31,4,Pediatrics,No,No,88,6.6,2034,8
2034-10-02,Monday,October,Autumn,384,299,77.86,72,70,30,6,Emergency,No,No,93,2.3,2034,2
2034-10-03,Tuesday,October,Autumn,320,262,81.88,44,45,15,6,Surgery,No,No,93,8.6,2034,-1
2034-10-04,Wednesday,October,Autumn,375,273,72.8,114,116,33,7,Pediatrics,No,No,81,5.1,2034,-2
2034-10-05,Thursday,October,Autumn,409,331,80.93,51,48,20,2,Surgery,No,No,88,7.0,2034,3
2034-10-06,Friday,October,Autumn,436,348,79.82,75,81,30,8,Emergency,No,No,94,1.3,2034,-6
2034-10-07,Saturday,October,Autumn,192,151,78.65,45,55,11,2,Orthopedics,No,No,90,6.0,2034,-10
2034-10-08,Sunday,October,Autumn,276,231,83.7,55,45,15,9,Pediatrics,Yes,No,82,3.6,2034,10
2034-10-09,Monday,October,Autumn,299,233,77.93,95,104,33,14,Surgery,No,No,99,5.7,2034,-9
2034-10-10,Tuesday,October,Autumn,231,175,75.76,48,58,16,7,Surgery,No,No,80,5.0,2034,-10
2034-10-11,Wednesday,October,Autumn,238,221,92.86,96,91,31,17,Maternity,No,No,100,1.6,2034,5
2034-10-12,Thursday,October,Autumn,207,165,79.71,67,56,25,3,General Medicine,No,No,88,4.8,2034,11
2034-10-13,Friday,October,Autumn,284,252,88.73,72,65,35,12,ICU,No,No,92,10.9,2034,7
2034-10-14,Saturday,October,Autumn,206,191,92.72,42,31,20,7,Emergency,No,No,100,2.4,2034,11
2034-10-15,Sunday,October,Autumn,443,336,75.85,30,29,11,2,Pediatrics,No,No,91,2.7,2034,1
2034-10-16,Monday,October,Autumn,441,291,65.99,97,106,44,5,Surgery,No,No,95,3.5,2034,-9
2034-10-17,Tuesday,October,Autumn,339,220,64.9,89,81,48,10,Orthopedics,No,No,88,4.2,2034,8
2034-10-18,Wednesday,October,Autumn,234,184,78.63,38,28,19,2,Orthopedics,No,No,99,4.7,2034,10
2034-10-19,Thursday,October,Autumn,201,154,76.62,49,55,24,6,General Medicine,No,No,81,5.3,2034,-6
2034-10-20,Friday,October,Autumn,311,292,93.89,80,89,43,6,Maternity,No,No,88,3.5,2034,-9
2034-10-21,Saturday,October,Autumn,372,249,66.94,25,21,6,1,Orthopedics,No,No,89,5.6,2034,4
2034-10-22,Sunday,October,Autumn,203,178,87.68,73,62,33,8,ICU,No,No,89,6.4,2034,11
2034-10-23,Monday,October,Autumn,355,333,93.8,43,40,23,3,Orthopedics,No,No,86,5.9,2034,3
2034-10-24,Tuesday,October,Autumn,234,173,73.93,39,47,15,1,Orthopedics,No,No,86,7.2,2034,-8
2034-10-25,Wednesday,October,Autumn,307,233,75.9,105,90,32,16,Emergency,No,No,98,0.9,2034,15
2034-10-26,Thursday,October,Autumn,277,210,75.81,100,107,55,10,General Medicine,No,No,97,3.5,2034,-7
2034-10-27,Friday,October,Autumn,414,310,74.88,47,53,25,3,Pediatrics,No,No,100,4.7,2034,-6
2034-10-28,Saturday,October,Autumn,224,165,73.66,42,34,22,6,Orthopedics,No,No,91,5.0,2034,8
2034-10-29,Sunday,October,Autumn,374,314,83.96,107,112,48,9,Surgery,No,No,97,7.0,2034,-5
2034-10-30,Monday,October,Autumn,428,325,75.93,93,99,41,16,Orthopedics,No,No,85,3.9,2034,-6
2034-10-31,Tuesday,October,Autumn,188,161,85.64,111,120,44,7,ICU,Yes,No,75,11.1,2034,-9
2034-11-01,Wednesday,November,Autumn,205,135,65.85,39,42,13,2,Maternity,No,No,90,2.3,2034,-3
2034-11-02,Thursday,November,Autumn,441,295,66.89,112,103,41,13,Surgery,No,No,99,6.9,2034,9
