Date,Day of week,Month,Season,Total Hospital Beds,Beds Occupied,Occupancy Rate (%),Daily Admissions,Daily Discharges,Emergency Admissions,ICU Admissions,Department,Public Holiday Indicator,Special Event Indicator,Staff Availability,Average Length of Stay,Year,net_bed_change,Calculated Occupancy Rate (%),Month Number,Day,Day of Year,Week of Year,Quarter,Is Weekend,Holiday Flag,Special Event Flag,Department Encoded,Season Encoded,Day of Week,Day of Week Encoded,Lag Occupancy 1 Day,Lag Occupancy 7 Days,Rolling Occupancy 7 Days,Rolling Admissions 7 Days
2034-02-17,Friday,February,Winter,323,219,67.8,47,53,22,6,General Medicine,No,No,92,3.8,2034,-6,67.8,2,17,48,7,1,0,0,0,2,3,Friday,0,92.96,75.0,79.03142857142856,71.42857142857143
2034-02-18,Saturday,February,Winter,340,248,72.94,72,77,23,3,Orthopedics,No,No,90,6.3,2034,-5,72.94,2,18,49,7,1,1,0,0,5,3,Saturday,2,90.98,81.84,77.03857142857143,60.142857142857146
2034-02-19,Sunday,February,Winter,223,169,75.78,112,110,36,14,General Medicine,No,No,80,2.1,2034,2,75.78,2,19,50,7,1,1,0,0,2,3,Sunday,3,67.8,83.87,77.87571428571428,72.42857142857143
2034-02-20,Monday,February,Winter,243,162,66.67,92,99,23,14,Emergency,No,No,90,0.7,2034,-7,66.67,2,20,51,8,1,0,0,0,1,3,Monday,1,75.84,89.94,76.36571428571428,66.42857142857143
2034-02-21,Tuesday,February,Winter,193,135,69.95,34,27,18,5,Maternity,No,Yes,82,3.4,2034,7,69.95,2,21,52,8,1,0,0,1,4,3,Tuesday,5,66.99,74.81,72.13571428571429,68.28571428571429
2034-02-22,Wednesday,February,Winter,264,200,75.76,50,48,20,9,Emergency,No,No,99,1.3,2034,2,75.76,2,22,53,8,1,0,0,0,1,3,Wednesday,6,66.67,89.76,74.36571428571429,63.714285714285715
2034-02-23,Thursday,February,Winter,265,227,85.66,26,29,10,1,Pediatrics,No,No,92,6.4,2034,-3,85.66,2,23,54,8,1,0,0,0,6,3,Thursday,4,75.94,65.99,79.27142857142857,73.57142857142857
2034-02-24,Friday,February,Winter,319,283,88.71,30,25,9,2,Emergency,No,No,83,1.7,2034,5,88.71,2,24,55,8,1,0,0,0,1,3,Friday,0,75.76,64.9,77.76714285714286,52.142857142857146
2034-02-25,Saturday,February,Winter,190,131,68.95,87,94,46,15,Maternity,No,Yes,79,3.1,2034,-7,68.95,2,25,56,8,1,1,0,1,4,3,Saturday,2,69.95,73.87,71.43285714285715,75.57142857142857
2034-02-26,Sunday,February,Winter,292,204,69.86,37,44,13,6,Emergency,No,No,92,2.1,2034,-7,69.86,2,26,57,8,1,1,0,0,1,3,Sunday,3,88.71,80.74,76.21285714285715,50.57142857142857
2034-02-27,Monday,February,Winter,262,246,93.89,89,79,46,13,ICU,No,No,93,10.9,2034,10,93.89,2,27,58,9,1,0,0,0,3,3,Monday,1,76.95,66.97,82.47,65.0
2034-02-28,Tuesday,February,Winter,246,233,94.72,73,78,40,13,Pediatrics,No,No,94,7.1,2034,-5,94.72,2,28,59,9,1,0,0,0,6,3,Tuesday,5,85.66,65.69,83.41857142857144,72.71428571428571
2034-03-01,Wednesday,March,Spring,436,283,64.91,38,38,10,3,General Medicine,No,Yes,79,4.2,2034,0,64.91,3,1,60,9,1,0,0,1,2,1,Wednesday,6,75.78,86.8,74.74857142857142,63.142857142857146
2034-03-02,Thursday,March,Spring,380,266,70.0,99,105,28,8,Maternity,No,No,88,2.0,2034,-6,70.0,3,2,61,9,1,0,0,0,4,1,Thursday,4,68.95,84.76,69.32428571428571,73.28571428571429
2034-03-03,Friday,March,Spring,247,170,68.83,92,94,37,12,Maternity,No,No,98,4.4,2034,-2,68.83,3,3,62,9,1,0,0,0,4,1,Friday,0,70.0,78.99,67.87285714285714,75.42857142857143
2034-03-04,Saturday,March,Spring,306,284,92.81,64,61,32,7,General Medicine,No,No,89,5.8,2034,3,92.81,3,4,63,9,1,1,0,0,2,1,Saturday,2,64.91,76.85,77.02857142857142,68.42857142857143
2034-03-05,Sunday,March,Spring,263,181,68.82,94,85,40,6,General Medicine,No,No,87,2.1,2034,9,68.82,3,5,64,9,1,1,0,0,2,1,Sunday,3,92.81,73.98,76.29142857142857,73.42857142857143
2034-03-06,Monday,March,Spring,418,342,81.82,35,36,10,6,Surgery,No,No,90,3.8,2034,-1,81.82,3,6,65,10,1,0,0,0,7,1,Monday,1,78.79,81.88,82.91714285714285,59.42857142857143
2034-03-07,Tuesday,March,Spring,261,229,87.74,114,114,43,14,ICU,No,No,86,13.8,2034,0,87.74,3,7,66,10,1,0,0,0,3,1,Tuesday,5,93.89,86.82,82.60142857142857,75.14285714285714
2034-03-08,Wednesday,March,Spring,318,260,81.76,68,65,26,7,General Medicine,No,No,97,2.7,2034,3,81.76,3,8,67,10,1,0,0,0,2,1,Wednesday,6,68.82,70.96,77.8342857142857,66.85714285714286
2034-03-09,Thursday,March,Spring,327,284,86.85,56,52,23,7,Surgery,No,No,95,7.1,2034,4,86.85,3,9,68,10,1,0,0,0,7,1,Thursday,4,81.82,85.93,83.04857142857144,53.142857142857146
2034-03-10,Friday,March,Spring,239,176,73.64,96,83,48,15,Surgery,No,No,99,5.2,2034,13,73.64,3,10,69,10,1,0,0,0,7,1,Friday,0,86.85,87.99,80.99857142857142,57.142857142857146
2034-03-11,Saturday,March,Spring,202,189,93.56,26,19,10,3,Surgery,No,No,92,7.9,2034,7,93.56,3,11,70,10,1,1,0,0,7,1,Saturday,2,73.64,88.46,81.72714285714287,52.714285714285715
2034-03-12,Sunday,March,Spring,216,205,94.91,98,86,45,5,Pediatrics,No,No,94,6.5,2034,12,94.91,3,12,71,10,1,1,0,0,6,1,Sunday,3,94.72,65.92,87.55999999999999,79.85714285714286
2034-03-13,Monday,March,Spring,400,288,72.0,84,79,38,9,Maternity,No,No,88,2.1,2034,5,72.0,3,13,72,11,1,0,0,0,4,1,Monday,1,68.83,65.68,68.77571428571429,74.28571428571429
2034-03-14,Tuesday,March,Spring,293,202,68.94,89,81,26,15,Orthopedics,No,No,95,4.1,2034,8,68.94,3,14,73,11,1,0,0,0,5,1,Tuesday,5,72.94,72.94,76.46714285714286,68.57142857142857
2034-03-15,Wednesday,March,Spring,428,385,89.95,39,41,15,2,Emergency,No,No,94,0.7,2034,-2,89.95,3,15,74,11,1,0,0,0,1,1,Wednesday,6,69.86,85.79,76.80714285714285,49.0
2034-03-16,Thursday,March,Spring,267,197,73.78,38,36,16,3,ICU,No,No,89,8.9,2034,2,73.78,3,16,75,11,1,0,0,0,3,1,Thursday,4,87.74,76.87,82.16,75.57142857142857
2034-03-17,Friday,March,Spring,438,398,90.87,74,69,19,4,General Medicine,No,No,100,6.0,2034,5,90.87,3,17,76,11,1,0,0,0,2,1,Friday,0,81.76,92.96,77.53571428571429,71.0
2034-03-18,Saturday,March,Spring,235,173,73.62,77,79,41,5,Emergency,No,No,88,2.1,2034,-2,73.62,3,18,77,11,1,1,0,0,1,1,Saturday,2,89.95,70.86,77.20142857142856,56.42857142857143
2034-03-19,Sunday,March,Spring,426,319,74.88,31,39,15,3,Cardiology,No,No,91,4.1,2034,-8,74.88,3,19,78,11,1,1,0,0,0,1,Sunday,3,70.64,73.76,80.96857142857142,75.42857142857143
2034-03-20,Monday,March,Spring,330,214,64.85,113,110,43,14,Cardiology,No,Yes,84,2.6,2034,3,64.85,3,20,79,12,1,0,0,1,0,1,Monday,1,74.88,67.75,80.55428571428571,80.42857142857143
2034-03-21,Tuesday,March,Spring,302,223,73.84,78,75,28,8,Maternity,No,No,96,1.6,2034,3,73.84,3,21,80,12,1,0,0,0,4,1,Tuesday,5,72.0,64.71,70.08000000000001,81.57142857142857
2034-03-22,Wednesday,March,Spring,311,239,76.85,25,34,7,1,Maternity,No,No,90,2.6,2034,-9,76.85,3,22,81,12,1,0,0,0,4,1,Wednesday,6,73.84,66.99,71.48857142857143,71.28571428571429
2034-03-23,Thursday,March,Spring,347,315,90.78,45,50,18,3,Maternity,No,No,97,4.2,2034,-5,90.78,3,23,82,12,1,0,0,0,4,1,Thursday,4,76.85,69.95,74.46428571428571,72.85714285714286
2034-03-24,Friday,March,Spring,426,298,69.95,65,53,23,4,Emergency,No,No,91,1.7,2034,12,69.95,3,24,83,12,1,0,0,0,1,1,Friday,0,73.62,75.84,76.36,55.714285714285715
2034-03-25,Saturday,March,Spring,426,306,71.83,46,56,24,3,Maternity,No,No,96,2.3,2034,-10,71.83,3,25,84,12,1,1,0,0,4,1,Saturday,2,90.78,68.95,74.87571428571428,67.0
2034-03-26,Sunday,March,Spring,308,212,68.83,86,71,42,9,Orthopedics,No,No,95,5.2,2034,15,68.83,3,26,85,12,1,1,0,0,5,1,Sunday,3,68.94,78.77,75.04714285714286,73.71428571428571
2034-03-27,Monday,March,Spring,278,225,80.94,61,56,29,8,Orthopedics,Yes,Yes,82,5.4,2034,5,80.94,3,27,86,13,1,0,1,1,5,1,Monday,1,68.83,75.86,75.77285714285713,71.71428571428571
2034-03-28,Tuesday,March,Spring,319,287,89.97,65,61,29,6,Maternity,No,No,84,1.7,2034,4,89.97,3,28,87,13,1,0,0,0,4,1,Tuesday,5,71.83,70.0,77.72857142857143,62.142857142857146
2034-03-29,Wednesday,March,Spring,245,161,65.71,72,60,37,5,Orthopedics,Yes,No,82,2.8,2034,12,65.71,3,29,88,13,1,0,1,0,5,1,Wednesday,6,80.94,80.0,73.73142857142857,69.57142857142857
2034-03-30,Thursday,March,Spring,229,160,69.87,90,77,25,16,Orthopedics,No,No,98,4.2,2034,13,69.87,3,30,89,13,1,0,0,0,5,1,Thursday,4,65.71,67.78,74.03,77.0
2034-03-31,Friday,March,Spring,450,292,64.89,38,24,13,6,Maternity,No,No,84,1.9,2034,14,64.89,3,31,90,13,1,0,0,0,4,1,Friday,0,89.97,68.83,77.16571428571429,54.42857142857143
2034-04-01,Saturday,April,Spring,285,267,93.68,111,103,57,14,Maternity,No,No,95,3.3,2034,8,93.68,4,1,91,13,2,1,0,0,4,1,Saturday,2,64.89,72.0,80.26285714285714,58.285714285714285
2034-04-02,Sunday,April,Spring,301,264,87.71,31,20,13,4,Emergency,No,No,96,1.2,2034,11,87.71,4,2,92,13,2,1,0,0,1,1,Sunday,3,69.95,66.67,79.36571428571428,47.0
2034-04-03,Monday,April,Spring,296,269,90.88,95,96,48,14,Pediatrics,No,No,87,6.8,2034,-1,90.88,4,3,93,14,2,0,0,0,6,1,Monday,1,94.91,90.82,87.56857142857143,77.28571428571429
2034-04-04,Tuesday,April,Spring,403,274,67.99,66,58,31,10,ICU,No,No,100,13.7,2034,8,67.99,4,4,94,14,2,0,0,0,3,1,Tuesday,5,73.78,89.85,79.03714285714285,78.0
2034-04-05,Wednesday,April,Spring,351,329,93.73,91,90,40,8,ICU,No,No,81,13.3,2034,1,93.73,4,5,95,14,2,0,0,0,3,1,Wednesday,6,67.99,66.98,82.85857142857142,75.85714285714286
2034-04-06,Thursday,April,Spring,234,184,78.63,100,91,52,16,General Medicine,No,No,85,3.8,2034,9,78.63,4,6,96,14,2,0,0,0,2,1,Thursday,4,90.87,67.8,79.08285714285714,78.57142857142857
2034-04-07,Friday,April,Spring,375,270,72.0,67,52,29,4,Surgery,No,No,95,7.9,2034,15,72.0,4,7,97,14,2,0,0,0,7,1,Friday,0,93.56,70.65,81.92,51.0
2034-04-08,Saturday,April,Spring,370,321,86.76,87,92,27,13,General Medicine,No,No,98,3.9,2034,-5,86.76,4,8,98,14,2,1,0,0,2,1,Saturday,2,78.63,75.78,80.65142857142858,75.0
2034-04-09,Sunday,April,Spring,414,335,80.92,84,78,21,5,Pediatrics,No,No,87,4.6,2034,6,80.92,4,9,99,14,2,1,0,0,6,1,Sunday,3,90.88,77.96,87.99142857142856,79.57142857142857
2034-04-10,Monday,April,Spring,330,257,77.88,110,112,53,15,Cardiology,No,No,80,6.3,2034,-2,77.88,4,10,100,15,2,0,0,0,0,1,Monday,1,64.85,86.78,79.28285714285714,80.42857142857143
2034-04-11,Tuesday,April,Spring,374,246,65.78,115,118,49,15,Surgery,No,No,92,8.3,2034,-3,65.78,4,11,101,15,2,0,0,0,7,1,Tuesday,5,72.0,86.78,78.92,61.857142857142854
2034-04-12,Wednesday,April,Spring,429,394,91.84,104,92,49,14,Cardiology,No,No,94,4.9,2034,12,91.84,4,12,102,15,2,0,0,0,0,1,Wednesday,6,77.88,90.93,79.41285714285713,82.71428571428571
2034-04-13,Thursday,April,Spring,323,271,83.9,72,63,28,11,Orthopedics,No,No,98,4.1,2034,9,83.9,4,13,103,15,2,0,0,0,5,1,Thursday,4,69.87,90.98,73.01857142857143,77.42857142857143
2034-04-14,Friday,April,Spring,295,253,85.76,60,59,27,3,Orthopedics,No,Yes,72,5.3,2034,1,85.76,4,14,104,15,2,0,0,1,5,1,Friday,0,83.9,72.94,74.85000000000001,75.71428571428571
2034-04-15,Saturday,April,Spring,332,229,68.98,26,25,7,3,Orthopedics,Yes,Yes,74,7.5,2034,1,68.98,4,15,105,15,2,1,1,1,5,1,Saturday,2,85.76,68.94,74.85571428571428,66.71428571428571
2034-04-16,Sunday,April,Spring,381,339,88.98,112,109,51,5,Pediatrics,No,No,94,5.2,2034,3,88.98,4,16,106,15,2,1,0,0,6,1,Sunday,3,80.92,92.91,87.42999999999999,81.0
2034-04-17,Monday,April,Spring,229,174,75.98,62,49,26,8,Cardiology,No,No,98,3.2,2034,13,75.98,4,17,107,16,2,0,0,0,0,1,Monday,1,91.84,87.84,77.71857142857142,78.0
2034-04-18,Tuesday,April,Spring,321,215,66.98,109,95,47,9,Pediatrics,No,No,100,6.7,2034,14,66.98,4,18,108,16,2,0,0,0,6,1,Tuesday,5,88.98,75.94,86.14999999999999,85.28571428571429
2034-04-19,Wednesday,April,Spring,400,360,90.0,85,79,33,9,General Medicine,No,No,88,3.5,2034,6,90.0,4,19,109,16,2,0,0,0,2,1,Wednesday,6,86.76,64.91,84.23571428571428,81.71428571428571
2034-04-20,Thursday,April,Spring,285,262,91.93,25,10,8,4,Maternity,No,No,98,3.5,2034,15,91.93,4,20,110,16,2,0,0,0,4,1,Thursday,4,93.68,73.84,82.84714285714286,50.714285714285715
2034-04-21,Friday,April,Spring,268,233,86.94,71,64,31,11,Cardiology,No,No,80,6.9,2034,7,86.94,4,21,111,16,2,0,0,0,0,1,Friday,0,75.98,87.96,77.57285714285715,74.85714285714286
2034-04-22,Saturday,April,Spring,258,239,92.64,39,30,16,2,Cardiology,No,No,81,2.6,2034,9,92.64,4,22,112,16,2,1,0,0,0,1,Saturday,2,86.94,70.64,80.71571428571428,75.71428571428571
2034-04-23,Sunday,April,Spring,446,370,82.96,28,35,10,5,Maternity,No,No,99,3.8,2034,-7,82.96,4,23,113,16,2,1,0,0,4,1,Sunday,3,91.93,76.85,83.72,51.142857142857146
2034-04-24,Monday,April,Spring,363,239,65.84,109,111,34,16,Pediatrics,No,No,85,3.7,2034,-2,65.84,4,24,114,17,2,0,0,0,6,1,Monday,1,66.98,85.66,83.31857142857143,97.14285714285714
2034-04-25,Tuesday,April,Spring,250,167,66.8,71,59,26,11,Maternity,No,No,92,2.2,2034,12,66.8,4,25,115,17,2,0,0,0,4,1,Tuesday,5,82.96,90.78,80.29428571428572,54.857142857142854
2034-04-26,Wednesday,April,Spring,221,183,82.81,43,30,16,5,Emergency,No,Yes,85,1.3,2034,13,82.81,4,26,116,17,2,0,0,1,1,1,Wednesday,6,87.71,75.76,80.37285714285714,46.0
2034-04-27,Thursday,April,Spring,311,286,91.96,31,22,10,3,Pediatrics,No,No,82,5.8,2034,9,91.96,4,27,117,17,2,0,0,0,6,1,Thursday,4,65.84,94.72,82.92428571428572,91.14285714285714
2034-04-28,Friday,April,Spring,439,311,70.84,67,66,27,11,Orthopedics,No,No,84,3.3,2034,1,70.84,4,28,118,17,2,0,0,0,5,1,Friday,0,68.98,68.83,75.14285714285714,64.0
2034-04-29,Saturday,April,Spring,450,369,82.0,47,57,24,8,ICU,No,No,94,13.8,2034,-10,82.0,4,29,119,17,2,1,0,0,3,1,Saturday,2,93.73,85.93,82.29714285714286,69.71428571428571
2034-04-30,Sunday,April,Spring,440,365,82.95,103,109,30,12,Surgery,No,No,92,8.6,2034,-6,82.95,4,30,120,17,2,1,0,0,7,1,Sunday,3,65.78,78.79,79.51428571428572,71.14285714285714
2034-05-01,Monday,May,Spring,312,237,75.96,64,53,20,5,Emergency,No,No,89,2.4,2034,11,75.96,5,1,121,18,2,0,0,0,1,1,Monday,1,82.81,88.71,78.55142857142857,50.857142857142854
2034-05-02,Tuesday,May,Spring,277,191,68.95,112,119,53,13,Emergency,No,No,95,1.7,2034,-7,68.95,5,2,122,18,2,0,0,0,1,1,Tuesday,5,75.96,69.86,78.42142857142858,61.57142857142857
2034-05-03,Wednesday,May,Spring,264,224,84.85,43,49,17,6,ICU,No,No,90,9.4,2034,-6,84.85,5,3,123,18,2,0,0,0,3,1,Wednesday,6,82.0,76.95,83.42571428571429,69.71428571428571
2034-05-04,Thursday,May,Spring,338,239,70.71,99,89,49,7,ICU,No,No,83,13.7,2034,10,70.71,5,4,124,18,2,0,0,0,3,1,Thursday,4,84.85,93.89,80.11428571428571,71.14285714285714
2034-05-05,Friday,May,Spring,334,287,85.93,48,43,24,8,Cardiology,No,No,93,7.0,2034,5,85.93,5,5,125,18,2,0,0,0,0,1,Friday,0,92.64,74.88,82.29428571428572,78.14285714285714
2034-05-06,Saturday,May,Spring,311,220,70.74,88,89,45,15,ICU,No,No,99,6.9,2034,-1,70.74,5,6,126,18,2,1,0,0,3,1,Saturday,2,70.71,87.74,77.68571428571428,67.42857142857143
2034-05-07,Sunday,May,Spring,212,180,84.91,66,71,36,7,Orthopedics,No,No,98,7.1,2034,-5,84.91,5,7,127,18,2,1,0,0,5,1,Sunday,3,70.84,80.94,75.71000000000001,64.71428571428571
2034-05-08,Monday,May,Spring,437,397,90.85,57,43,28,6,Surgery,No,No,87,7.6,2034,14,90.85,5,8,128,19,2,0,0,0,7,1,Monday,1,82.95,81.82,80.80428571428571,74.28571428571429
2034-05-09,Tuesday,May,Spring,318,209,65.72,84,86,45,15,Emergency,No,No,84,2.1,2034,-2,65.72,5,9,129,19,2,0,0,0,1,1,Tuesday,5,68.95,89.95,74.96000000000001,68.0
2034-05-10,Wednesday,May,Spring,345,296,85.8,96,86,24,13,Pediatrics,No,No,88,7.3,2034,10,85.8,5,10,130,19,2,0,0,0,6,1,Wednesday,6,91.96,94.91,81.62285714285714,90.85714285714286
2034-05-11,Thursday,May,Spring,361,328,90.86,76,85,31,13,Cardiology,No,No,98,2.4,2034,-9,90.86,5,11,131,19,2,0,0,0,0,1,Thursday,4,85.93,64.85,86.00999999999999,72.85714285714286
2034-05-12,Friday,May,Spring,266,199,74.81,113,112,46,19,Emergency,No,Yes,72,1.4,2034,1,74.81,5,12,132,19,2,0,0,1,1,1,Friday,0,65.72,73.62,75.13,73.14285714285714
2034-05-13,Saturday,May,Spring,296,245,82.77,30,26,9,1,Cardiology,No,Yes,87,4.9,2034,4,82.77,5,13,133,19,2,1,0,1,0,1,Saturday,2,90.86,77.88,86.70857142857143,61.42857142857143
2034-05-14,Sunday,May,Spring,352,330,93.75,75,63,37,4,Maternity,No,No,88,1.9,2034,12,93.75,5,14,134,19,2,1,0,0,4,1,Sunday,3,66.8,71.83,83.42571428571429,59.0
2034-05-15,Monday,May,Spring,191,126,65.97,69,71,23,10,Emergency,No,No,90,2.2,2034,-2,65.97,5,15,135,20,2,0,0,0,1,1,Monday,1,74.81,69.95,74.56142857142856,73.71428571428571
2034-05-16,Tuesday,May,Spring,258,214,82.95,74,81,37,12,ICU,No,No,82,9.4,2034,-7,82.95,5,16,136,20,2,0,0,0,3,1,Tuesday,5,70.74,73.78,78.99571428571429,72.57142857142857
2034-05-17,Wednesday,May,Spring,309,250,80.91,52,47,16,3,Emergency,No,No,90,2.2,2034,5,80.91,5,17,137,20,2,0,0,0,1,1,Wednesday,6,65.97,87.71,73.59,76.71428571428571
2034-05-18,Thursday,May,Spring,299,254,84.95,33,23,15,1,Cardiology,No,No,96,6.7,2034,10,84.95,5,18,138,20,2,0,0,0,0,1,Thursday,4,82.77,91.84,85.7242857142857,51.285714285714285
2034-05-19,Friday,May,Spring,300,279,93.0,63,55,18,4,Pediatrics,No,No,80,5.6,2034,8,93.0,5,19,139,20,2,0,0,0,6,1,Friday,0,85.8,90.88,81.92571428571429,86.28571428571429
2034-05-20,Saturday,May,Spring,403,274,67.99,112,106,59,8,Maternity,No,No,87,3.6,2034,6,67.99,5,20,140,20,2,1,0,0,4,1,Saturday,2,93.75,89.97,80.28571428571429,65.71428571428571
2034-05-21,Sunday,May,Spring,411,275,66.91,47,52,13,4,Pediatrics,No,Yes,91,5.3,2034,-5,66.91,5,21,141,20,2,1,0,1,6,1,Sunday,3,93.0,80.92,79.92428571428572,81.0
2034-05-22,Monday,May,Spring,212,188,88.68,112,112,48,20,General Medicine,No,No,81,6.1,2034,0,88.68,5,22,142,21,2,0,0,0,2,1,Monday,1,90.0,92.81,83.64571428571428,88.57142857142857
2034-05-23,Tuesday,May,Spring,348,309,88.79,95,94,35,16,General Medicine,No,No,84,7.4,2034,1,88.79,5,23,143,21,2,0,0,0,2,1,Tuesday,5,88.68,68.82,86.49857142857142,88.71428571428571
2034-05-24,Wednesday,May,Spring,405,299,73.83,31,40,8,1,Surgery,No,No,96,3.6,2034,-9,73.83,5,24,144,21,2,0,0,0,7,1,Wednesday,6,90.85,86.85,78.94428571428571,70.71428571428571
2034-05-25,Thursday,May,Spring,180,165,91.67,41,42,12,2,Maternity,No,No,92,3.3,2034,-1,91.67,5,25,145,21,2,0,0,0,4,1,Thursday,4,67.99,64.89,84.11142857142856,66.14285714285714
2034-05-26,Friday,May,Spring,301,204,67.77,37,30,13,4,Orthopedics,No,No,82,5.0,2034,7,67.77,5,26,146,21,2,0,0,0,5,1,Friday,0,84.91,65.71,76.00428571428571,59.714285714285715
2034-05-27,Saturday,May,Spring,410,270,65.85,47,44,19,4,Surgery,No,No,98,7.1,2034,3,65.85,5,27,147,21,2,1,0,0,7,1,Saturday,2,73.83,73.64,77.83142857142857,63.714285714285715
2034-05-28,Sunday,May,Spring,291,270,92.78,31,19,16,5,Emergency,No,No,98,2.2,2034,12,92.78,5,28,148,21,2,1,0,0,1,1,Sunday,3,80.91,82.81,75.01428571428572,75.0
2034-05-29,Monday,May,Spring,227,213,93.83,81,73,22,5,Maternity,No,Yes,85,4.1,2034,8,93.83,5,29,149,22,2,0,0,1,4,1,Monday,1,91.67,93.68,84.13285714285713,61.857142857142854
2034-05-30,Tuesday,May,Spring,233,184,78.97,80,86,23,4,Cardiology,No,No,85,3.0,2034,-6,78.97,5,30,150,22,2,0,0,0,0,1,Tuesday,5,84.95,75.98,86.15142857142857,53.857142857142854
2034-05-31,Wednesday,May,Spring,353,335,94.9,52,53,17,6,Emergency,No,No,92,0.5,2034,-1,94.9,5,31,151,22,2,0,0,0,1,1,Wednesday,6,92.78,75.96,77.72,73.28571428571429
2034-06-01,Thursday,June,Summer,194,164,84.54,34,31,12,4,Surgery,No,No,91,3.9,2034,3,84.54,6,1,152,22,2,0,0,0,7,2,Thursday,4,65.85,93.56,76.54285714285713,64.85714285714286
2034-06-02,Friday,June,Summer,366,270,73.77,90,80,28,11,Cardiology,No,No,90,3.3,2034,10,73.77,6,2,153,22,2,0,0,0,0,2,Friday,0,78.97,86.94,84.27,56.57142857142857
2034-06-03,Saturday,June,Summer,411,300,72.99,47,33,17,8,ICU,No,No,94,11.3,2034,14,72.99,6,3,154,22,2,1,0,0,3,2,Saturday,2,82.95,67.99,79.71000000000001,69.85714285714286
2034-06-04,Sunday,June,Summer,376,266,70.74,91,90,32,5,Surgery,No,No,100,5.8,2034,1,70.74,6,4,155,22,2,1,0,0,7,2,Sunday,3,84.54,72.0,76.36285714285714,68.28571428571429
2034-06-05,Monday,June,Summer,387,325,83.98,86,93,33,4,General Medicine,No,No,86,3.8,2034,-7,83.98,6,5,156,23,2,0,0,0,2,2,Monday,1,88.79,81.76,86.8157142857143,91.28571428571429
2034-06-06,Tuesday,June,Summer,246,233,94.72,81,87,38,7,Surgery,No,No,91,3.7,2034,-6,94.72,6,6,157,23,2,0,0,0,7,2,Tuesday,5,70.74,65.78,80.49714285714286,63.42857142857143
2034-06-07,Wednesday,June,Summer,205,168,81.95,31,41,8,3,Emergency,No,No,81,2.4,2034,-10,81.95,6,7,158,23,2,0,0,0,1,2,Wednesday,6,94.9,68.95,79.57714285714285,61.714285714285715
2034-06-08,Thursday,June,Summer,432,324,75.0,62,61,18,9,Maternity,No,No,83,4.3,2034,1,75.0,6,8,159,23,2,0,0,0,4,2,Thursday,4,93.83,91.93,81.71428571428571,67.14285714285714
2034-06-09,Friday,June,Summer,236,184,77.97,108,98,42,9,Surgery,No,No,90,6.9,2034,10,77.97,6,9,160,23,2,0,0,0,7,2,Friday,0,94.72,82.95,79.78571428571429,64.14285714285714
2034-06-10,Saturday,June,Summer,219,168,76.71,94,89,34,11,ICU,No,No,88,6.2,2034,5,76.71,6,10,161,23,2,1,0,0,3,2,Saturday,2,72.99,93.73,77.27857142857142,70.28571428571429
2034-06-11,Sunday,June,Summer,217,173,79.72,85,81,31,4,Pediatrics,No,No,91,6.7,2034,4,79.72,6,11,162,23,2,1,0,0,6,2,Sunday,3,66.91,88.98,78.60142857142857,77.14285714285714
2034-06-12,Monday,June,Summer,392,262,66.84,48,40,22,7,Pediatrics,No,No,97,2.6,2034,8,66.84,6,12,163,24,2,0,0,0,6,2,Monday,1,79.72,66.98,78.58142857142856,68.42857142857143
2034-06-13,Tuesday,June,Summer,350,304,86.86,85,78,35,8,General Medicine,No,No,97,3.5,2034,7,86.86,6,13,164,24,2,0,0,0,2,2,Tuesday,5,83.98,90.87,86.24285714285713,92.85714285714286
2034-06-14,Wednesday,June,Summer,317,288,90.85,46,36,11,3,ICU,No,No,96,13.8,2034,10,90.85,6,14,165,24,2,0,0,0,3,2,Wednesday,6,76.71,82.0,78.54285714285713,70.14285714285714
2034-06-15,Thursday,June,Summer,396,344,86.87,96,91,38,14,ICU,No,No,89,10.5,2034,5,86.87,6,15,166,24,2,0,0,0,3,2,Thursday,4,90.85,84.85,78.83142857142856,77.71428571428571
2034-06-16,Friday,June,Summer,417,396,94.96,33,22,10,5,Cardiology,No,No,84,6.6,2034,11,94.96,6,16,167,24,2,0,0,0,0,2,Friday,0,73.77,92.64,84.60142857142857,55.714285714285715
2034-06-17,Saturday,June,Summer,285,270,94.74,49,37,25,3,Cardiology,No,No,93,4.2,2034,12,94.74,6,17,168,24,2,1,0,0,0,2,Saturday,2,94.96,85.93,85.86,55.857142857142854
2034-06-18,Sunday,June,Summer,338,273,80.77,45,37,11,4,General Medicine,No,No,98,6.2,2034,8,80.77,6,18,169,24,2,1,0,0,2,2,Sunday,3,86.86,78.63,86.54857142857142,85.0
2034-06-19,Monday,June,Summer,278,241,86.69,97,88,43,10,General Medicine,No,No,83,2.4,2034,9,86.69,6,19,170,25,2,0,0,0,2,2,Monday,1,80.77,86.76,86.53857142857143,86.42857142857143
2034-06-20,Tuesday,June,Summer,409,343,83.86,61,49,26,4,General Medicine,No,No,85,2.4,2034,12,83.86,6,20,171,25,2,0,0,0,2,2,Tuesday,5,86.69,90.0,85.66142857142857,83.0
2034-06-21,Wednesday,June,Summer,299,233,77.93,105,112,47,8,Pediatrics,No,No,90,5.7,2034,-7,77.93,6,21,172,25,2,0,0,0,6,2,Wednesday,6,66.84,65.84,80.30857142857143,67.85714285714286
